filename,width,height,class,xmin,ymin,xmax,ymax
1482_DJI_0609 (2).jpg,1920,1080,Polymer Insulator,734,104,802,269
1482_DJI_0609 (2).jpg,1920,1080,Dead-end Polymer Insulator,423,101,578,144
1482_DJI_0609 (2).jpg,1920,1080,Dead-end Polymer Insulator,563,76,697,136
1482_DJI_0609 (2).jpg,1920,1080,Dead-end Polymer Insulator,1102,84,1261,143
1482_DJI_0609 (2).jpg,1920,1080,Dead-end Polymer Insulator,887,57,1050,104
1482_DJI_0609 (2).jpg,1920,1080,Line Tension Switch,893,84,1038,155
1482_DJI_0609 (2).jpg,1920,1080,Line Tension Switch,682,47,811,141
699_DJI_0561.jpg,1920,1080,Dead-end Polymer Insulator,693,108,1030,267
699_DJI_0561.jpg,1920,1080,Vertical Disconnect Switch,554,312,783,808
699_DJI_0561.jpg,1920,1080,Polymer Arrester,833,439,966,628
699_DJI_0561.jpg,1920,1080,Polymer Arrester,1261,389,1369,592
699_DJI_0561.jpg,1920,1080,Polymer Arrester,1425,317,1546,505
699_DJI_0561.jpg,1920,1080,Polymer Arrester,806,943,918,1080
237.jpg,1920,1080,Ceramic/Porcelain Insulator,377,305,482,487
237.jpg,1920,1080,Ceramic/Porcelain Insulator,663,312,778,505
237.jpg,1920,1080,Ceramic/Porcelain Insulator,1127,327,1255,537
237.jpg,1920,1080,Ceramic/Porcelain Insulator,1562,340,1693,571
237.jpg,1920,1080,Polymer Arrester,346,485,459,617
237.jpg,1920,1080,Polymer Arrester,1143,509,1254,689
237.jpg,1920,1080,Polymer Arrester,1419,548,1511,647
237.jpg,1920,1080,Dead-end Ceramic Insulator,113,475,375,619
237.jpg,1920,1080,Dead-end Ceramic Insulator,545,499,737,617
237.jpg,1920,1080,Dead-end Ceramic Insulator,893,535,1150,696
237.jpg,1920,1080,Dead-end Ceramic Insulator,1402,573,1621,744
424_DJI_0212 (2).jpg,1920,1080,Compression/Crimped Splice,249,129,1309,428
442_DJI_0221 (2).jpg,1920,1080,Compression/Crimped Splice,1459,483,1627,536
442_DJI_0221 (2).jpg,1920,1080,Compression/Crimped Splice,1449,603,1613,649
442_DJI_0221 (2).jpg,1920,1080,Compression/Crimped Splice,1069,732,1225,783
442_DJI_0221 (2).jpg,1920,1080,Compression/Crimped Splice,911,796,1066,840
442_DJI_0221 (2).jpg,1920,1080,Polymer Insulator,1778,635,1853,809
442_DJI_0221 (2).jpg,1920,1080,Polymer Insulator,1629,688,1699,841
442_DJI_0221 (2).jpg,1920,1080,Dead-end Polymer Insulator,1475,833,1657,885
442_DJI_0221 (2).jpg,1920,1080,Dead-end Polymer Insulator,1711,873,1858,957
442_DJI_0221 (2).jpg,1920,1080,Line Tension Switch,1861,909,1920,1007
442_DJI_0221 (2).jpg,1920,1080,Dead-end Polymer Insulator,1639,792,1818,837
489.jpg,1920,1080,Ceramic/Porcelain Insulator,537,403,625,541
489.jpg,1920,1080,Ceramic/Porcelain Insulator,750,404,827,540
489.jpg,1920,1080,Ceramic/Porcelain Insulator,1097,456,1154,553
489.jpg,1920,1080,Polymer Arrester,639,521,733,620
489.jpg,1920,1080,Polymer Arrester,797,531,878,616
489.jpg,1920,1080,Polymer Arrester,1138,543,1201,605
231.jpg,1920,1080,Ceramic/Porcelain Insulator,479,477,617,632
231.jpg,1920,1080,Ceramic/Porcelain Insulator,897,203,973,327
231.jpg,1920,1080,Ceramic/Porcelain Insulator,1007,132,1077,244
231.jpg,1920,1080,Polymer Arrester,646,568,731,679
231.jpg,1920,1080,Polymer Arrester,1061,251,1111,327
313.jpg,1920,1080,Ceramic/Porcelain Insulator,545,172,827,631
313.jpg,1920,1080,Polymer Arrester,875,515,1051,896
543.jpg,1920,1080,Polymer Arrester,387,283,753,652
543.jpg,1920,1080,Ceramic/Porcelain Insulator,250,1,525,285
1308.jpg,1920,1080,Ceramic/Porcelain Insulator,655,156,1153,415
1308.jpg,1920,1080,Dead-end Polymer Insulator,257,476,915,720
694_DJI_0556.jpg,1920,1080,Dead-end Polymer Insulator,397,225,738,417
694_DJI_0556.jpg,1920,1080,Vertical Disconnect Switch,181,459,531,955
694_DJI_0556.jpg,1920,1080,Polymer Arrester,631,553,758,763
694_DJI_0556.jpg,1920,1080,Polymer Arrester,1018,476,1133,663
694_DJI_0556.jpg,1920,1080,Polymer Arrester,1118,393,1255,564
426_DJI_0213 (2).jpg,1920,1080,Compression/Crimped Splice,477,323,1553,632
749_DJI_0611.jpg,1920,1080,Polymer Insulator,919,72,970,199
749_DJI_0611.jpg,1920,1080,Polymer Insulator,987,261,1099,304
749_DJI_0611.jpg,1920,1080,Polymer Insulator,991,429,1103,477
749_DJI_0611.jpg,1920,1080,Ceramic/Porcelain Insulator,919,360,985,412
749_DJI_0611.jpg,1920,1080,Polymer Arrester,962,580,999,639
158_DJI_0079 (2).jpg,1920,1080,Compression/Crimped Splice,335,267,1677,731
420.jpg,1920,1080,Polymer Arrester,150,172,531,559
420.jpg,1920,1080,Polymer Arrester,646,189,913,605
420.jpg,1920,1080,Polymer Arrester,1157,227,1401,653
420.jpg,1920,1080,Polymer Arrester,1590,57,1763,365
1383.jpg,1920,1080,Ceramic/Porcelain Insulator,916,141,949,163
1383.jpg,1920,1080,Ceramic/Porcelain Insulator,956,172,988,195
1383.jpg,1920,1080,Ceramic/Porcelain Insulator,917,208,945,228
1383.jpg,1920,1080,Ceramic/Porcelain Insulator,949,213,980,235
1383.jpg,1920,1080,Ceramic/Porcelain Insulator,919,274,951,296
1383.jpg,1920,1080,Ceramic/Porcelain Insulator,986,319,1011,350
1383.jpg,1920,1080,Ceramic/Porcelain Insulator,930,309,955,344
1246.jpg,1920,1080,Polymer Arrester,1027,376,1081,443
1246.jpg,1920,1080,Polymer Arrester,850,439,902,497
1246.jpg,1920,1080,Polymer Arrester,1029,155,1079,219
491.jpg,1920,1080,Ceramic/Porcelain Insulator,593,144,866,601
491.jpg,1920,1080,Polymer Arrester,787,557,1095,879
1202.jpg,1920,1080,Ceramic/Porcelain Insulator,207,308,845,639
1202.jpg,1920,1080,Dead-end Ceramic Insulator,1,900,786,1077
288_DJI_0144 (2).jpg,1920,1080,Polymer Arrester,193,148,562,516
288_DJI_0144 (2).jpg,1920,1080,Polymer Arrester,562,272,875,644
288_DJI_0144 (2).jpg,1920,1080,Polymer Arrester,1075,308,1371,692
1492_DJI_0624 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,961,149,1009,191
1492_DJI_0624 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,959,245,1009,288
1492_DJI_0624 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1019,284,1062,327
1492_DJI_0624 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,954,344,1009,385
1492_DJI_0624 (2).jpg,1920,1080,Dead-end Ceramic Insulator,1022,449,1149,488
1492_DJI_0624 (2).jpg,1920,1080,Ceramic/Porcelain Arrester,969,480,1005,551
1492_DJI_0624 (2).jpg,1920,1080,Jiffy Splice,1650,673,1746,708
1492_DJI_0624 (2).jpg,1920,1080,Jiffy Splice,1349,705,1433,724
285.jpg,1920,1080,Under-mounted Switches,754,35,1067,271
285.jpg,1920,1080,Polymer Arrester,733,428,790,496
285.jpg,1920,1080,Polymer Arrester,794,453,845,519
285.jpg,1920,1080,Polymer Arrester,879,473,929,544
1426_DJI_0581 (2).jpg,1920,1080,Line Tension Switch,734,368,986,474
1426_DJI_0581 (2).jpg,1920,1080,Dead-end Polymer Insulator,462,402,755,478
1426_DJI_0581 (2).jpg,1920,1080,Dead-end Polymer Insulator,1157,377,1446,445
1426_DJI_0581 (2).jpg,1920,1080,Dead-end Polymer Insulator,1265,331,1453,380
1426_DJI_0581 (2).jpg,1920,1080,Polymer Insulator,1027,447,1192,611
1426_DJI_0581 (2).jpg,1920,1080,Polymer Insulator,1212,335,1283,615
1426_DJI_0581 (2).jpg,1920,1080,Polymer Insulator,1280,338,1346,618
757_DJI_0619.jpg,1920,1080,Vertical Disconnect Switch,666,273,809,348
757_DJI_0619.jpg,1920,1080,Vertical Disconnect Switch,674,463,815,541
757_DJI_0619.jpg,1920,1080,Vertical Disconnect Switch,685,644,825,723
757_DJI_0619.jpg,1920,1080,Dead-end Polymer Insulator,513,243,675,285
757_DJI_0619.jpg,1920,1080,Dead-end Polymer Insulator,806,239,994,288
757_DJI_0619.jpg,1920,1080,Dead-end Polymer Insulator,509,432,697,481
757_DJI_0619.jpg,1920,1080,Dead-end Polymer Insulator,802,424,993,471
757_DJI_0619.jpg,1920,1080,Dead-end Polymer Insulator,525,617,701,660
757_DJI_0619.jpg,1920,1080,Dead-end Polymer Insulator,810,605,987,651
757_DJI_0619.jpg,1920,1080,Polymer Arrester,627,297,678,336
757_DJI_0619.jpg,1920,1080,Polymer Arrester,818,293,870,337
757_DJI_0619.jpg,1920,1080,Polymer Arrester,634,476,686,520
757_DJI_0619.jpg,1920,1080,Polymer Arrester,821,471,878,521
757_DJI_0619.jpg,1920,1080,Polymer Arrester,642,647,695,689
757_DJI_0619.jpg,1920,1080,Polymer Arrester,831,648,885,693
748_DJI_0610.jpg,1920,1080,Polymer Insulator,938,116,994,251
748_DJI_0610.jpg,1920,1080,Polymer Insulator,1002,299,1118,357
748_DJI_0610.jpg,1920,1080,Polymer Insulator,1014,475,1123,525
748_DJI_0610.jpg,1920,1080,Ceramic/Porcelain Insulator,937,404,1001,456
748_DJI_0610.jpg,1920,1080,Polymer Arrester,981,625,1025,683
984.jpg,1920,1080,Dead-end Polymer Insulator,707,295,1235,593
984.jpg,1920,1080,Ceramic/Porcelain Insulator,775,623,1258,941
1045.jpg,1920,1080,Jiffy Splice,965,268,1007,335
1045.jpg,1920,1080,Jiffy Splice,1007,863,1059,943
1045.jpg,1920,1080,Jiffy Splice,1041,1035,1084,1080
468_DJI_0234 (2).jpg,1920,1080,Polymer Arrester,913,343,1263,1080
468_DJI_0234 (2).jpg,1920,1080,Dead-end Polymer Insulator,1235,464,1649,1080
259.jpg,1920,1080,Ceramic/Porcelain Insulator,17,52,177,333
259.jpg,1920,1080,Ceramic/Porcelain Insulator,1231,204,1406,528
259.jpg,1920,1080,Dead-end Ceramic Insulator,793,444,962,800
259.jpg,1920,1080,Dead-end Ceramic Insulator,1779,611,1920,845
259.jpg,1920,1080,Dead-end Ceramic Insulator,1,331,110,546
259.jpg,1920,1080,Polymer Arrester,105,325,231,540
259.jpg,1920,1080,Polymer Arrester,1258,515,1395,743
259.jpg,1920,1080,Polymer Arrester,1563,563,1707,803
181.jpg,1920,1080,Ceramic/Porcelain Insulator,1185,279,1261,408
181.jpg,1920,1080,Ceramic/Porcelain Insulator,993,205,1079,325
181.jpg,1920,1080,Ceramic/Porcelain Insulator,638,64,718,171
181.jpg,1920,1080,Dead-end Ceramic Insulator,705,604,870,748
181.jpg,1920,1080,Dead-end Ceramic Insulator,1233,395,1333,472
382_DJI_0191 (2).jpg,1920,1080,Compression/Crimped Splice,1243,135,1498,195
382_DJI_0191 (2).jpg,1920,1080,Compression/Crimped Splice,653,431,887,471
382_DJI_0191 (2).jpg,1920,1080,Compression/Crimped Splice,653,495,862,536
382_DJI_0191 (2).jpg,1920,1080,Jiffy Splice,1299,347,1570,396
382_DJI_0191 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1534,556,1633,709
382_DJI_0191 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1675,479,1770,644
382_DJI_0191 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1794,949,1920,1063
506.jpg,1920,1080,Polymer Arrester,578,608,857,871
506.jpg,1920,1080,Polymer Arrester,707,565,993,847
506.jpg,1920,1080,Polymer Arrester,897,512,1153,811
156_DJI_0078 (2).jpg,1920,1080,Compression/Crimped Splice,359,223,1681,687
552.jpg,1920,1080,Polymer Arrester,602,332,897,627
552.jpg,1920,1080,Polymer Arrester,731,43,858,275
552.jpg,1920,1080,Ceramic/Porcelain Insulator,945,44,1215,493
552.jpg,1920,1080,Ceramic/Porcelain Insulator,940,1,1135,149
78.jpg,1920,1080,Ceramic/Porcelain Insulator,929,479,1021,625
78.jpg,1920,1080,Ceramic/Porcelain Insulator,865,611,922,700
78.jpg,1920,1080,Polymer Arrester,803,620,855,727
294_DJI_0147 (2).jpg,1920,1080,Polymer Arrester,1129,720,1186,807
294_DJI_0147 (2).jpg,1920,1080,Polymer Arrester,1021,720,1103,795
294_DJI_0147 (2).jpg,1920,1080,Polymer Arrester,978,699,1030,771
294_DJI_0147 (2).jpg,1920,1080,Line Tension Switch,1094,231,1251,353
294_DJI_0147 (2).jpg,1920,1080,Line Tension Switch,911,251,1066,359
294_DJI_0147 (2).jpg,1920,1080,Line Tension Switch,873,305,1006,392
294_DJI_0147 (2).jpg,1920,1080,Dead-end Polymer Insulator,1258,248,1413,308
162.jpg,1920,1080,Dead-end Ceramic Insulator,1,611,569,950
162.jpg,1920,1080,Dead-end Ceramic Insulator,1,369,645,624
162.jpg,1920,1080,Dead-end Ceramic Insulator,1,181,753,404
162.jpg,1920,1080,Mushroom Insulator,690,1,927,197
162.jpg,1920,1080,Mushroom Insulator,971,1,1239,176
771_DJI_0633.jpg,1920,1080,Polymer Insulator,1074,1,1339,60
771_DJI_0633.jpg,1920,1080,Polymer Insulator,775,1,962,81
771_DJI_0633.jpg,1920,1080,Polymer Arrester,521,363,643,529
771_DJI_0633.jpg,1920,1080,Polymer Arrester,687,336,818,497
771_DJI_0633.jpg,1920,1080,Polymer Arrester,1295,323,1394,483
771_DJI_0633.jpg,1920,1080,Polymer Arrester,1438,352,1554,500
1367.jpg,1920,1080,Ceramic/Porcelain Insulator,777,297,1585,809
1367.jpg,1920,1080,Ceramic/Porcelain Insulator,1662,507,1920,915
930.jpg,1920,1080,Ceramic/Porcelain Insulator,902,155,1431,447
460_DJI_0230 (2).jpg,1920,1080,Polymer Insulator,521,229,799,1080
460_DJI_0230 (2).jpg,1920,1080,Polymer Insulator,883,176,1187,1080
645.jpg,1920,1080,Ceramic/Porcelain Insulator,750,16,1093,409
751_DJI_0613.jpg,1920,1080,Polymer Insulator,870,57,1110,161
751_DJI_0613.jpg,1920,1080,Polymer Arrester,818,361,899,487
223.jpg,1920,1080,Ceramic/Porcelain Insulator,289,189,518,505
223.jpg,1920,1080,Ceramic/Porcelain Insulator,1079,284,1155,491
223.jpg,1920,1080,Ceramic/Porcelain Insulator,1217,323,1322,495
223.jpg,1920,1080,Polymer Arrester,582,435,733,676
223.jpg,1920,1080,Polymer Arrester,1275,473,1399,604
192.jpg,1920,1080,Ceramic/Porcelain Insulator,833,103,879,175
192.jpg,1920,1080,Ceramic/Porcelain Insulator,1007,192,1053,268
192.jpg,1920,1080,Ceramic/Porcelain Insulator,1094,232,1143,311
192.jpg,1920,1080,Polymer Arrester,1039,293,1071,336
1094.jpg,1920,1080,Ceramic/Porcelain Insulator,413,356,950,687
1094.jpg,1920,1080,Dead-end Polymer Insulator,1,787,927,1080
1094.jpg,1920,1080,Polymer Arrester,1237,609,1613,1080
1306.jpg,1920,1080,Ceramic/Porcelain Insulator,1197,259,1683,512
1306.jpg,1920,1080,Dead-end Polymer Insulator,791,569,1457,808
6.jpg,1920,1080,Dead-end Ceramic Insulator,911,239,1511,1080
6.jpg,1920,1080,Polymer Arrester,1,94,418,631
753_DJI_0615.jpg,1920,1080,Polymer Insulator,1022,1,1278,76
753_DJI_0615.jpg,1920,1080,Polymer Arrester,953,285,1043,429
1474_DJI_0605 (2).jpg,1920,1080,Vertical Disconnect Switch,853,468,1226,781
1474_DJI_0605 (2).jpg,1920,1080,Line Tension Switch,757,132,931,212
1474_DJI_0605 (2).jpg,1920,1080,Line Tension Switch,698,120,863,164
1474_DJI_0605 (2).jpg,1920,1080,Dead-end Polymer Insulator,515,168,781,228
1474_DJI_0605 (2).jpg,1920,1080,Dead-end Polymer Insulator,521,151,750,184
1474_DJI_0605 (2).jpg,1920,1080,Dead-end Polymer Insulator,949,113,1174,165
1474_DJI_0605 (2).jpg,1920,1080,Dead-end Polymer Insulator,937,151,1183,187
1474_DJI_0605 (2).jpg,1920,1080,Polymer Insulator,1015,165,1075,300
1474_DJI_0605 (2).jpg,1920,1080,Polymer Insulator,879,135,922,269
1474_DJI_0605 (2).jpg,1920,1080,Polymer Insulator,922,129,962,269
1474_DJI_0605 (2).jpg,1920,1080,Polymer Insulator,990,155,1034,293
236.jpg,1920,1080,Ceramic/Porcelain Insulator,217,301,327,483
236.jpg,1920,1080,Ceramic/Porcelain Insulator,507,308,622,507
236.jpg,1920,1080,Ceramic/Porcelain Insulator,983,323,1111,535
236.jpg,1920,1080,Ceramic/Porcelain Insulator,1399,333,1539,564
236.jpg,1920,1080,Polymer Arrester,185,484,294,620
236.jpg,1920,1080,Polymer Arrester,991,508,1107,692
236.jpg,1920,1080,Polymer Arrester,1262,549,1351,639
236.jpg,1920,1080,Dead-end Ceramic Insulator,361,504,579,621
236.jpg,1920,1080,Dead-end Ceramic Insulator,729,531,997,695
236.jpg,1920,1080,Dead-end Ceramic Insulator,1225,572,1449,737
236.jpg,1920,1080,Dead-end Ceramic Insulator,1,477,203,601
1181.jpg,1920,1080,Ceramic/Porcelain Insulator,870,1,1098,69
1181.jpg,1920,1080,Ceramic/Porcelain Insulator,866,400,1089,531
1181.jpg,1920,1080,Ceramic/Porcelain Insulator,858,879,1085,1009
1181.jpg,1920,1080,Dead-end Ceramic Insulator,657,604,1063,697
1181.jpg,1920,1080,Dead-end Ceramic Insulator,634,83,1078,173
362_DJI_0181 (2).jpg,1920,1080,Compression/Crimped Splice,1183,327,1422,397
362_DJI_0181 (2).jpg,1920,1080,Compression/Crimped Splice,669,603,886,657
362_DJI_0181 (2).jpg,1920,1080,Compression/Crimped Splice,669,673,869,721
362_DJI_0181 (2).jpg,1920,1080,Jiffy Splice,1245,535,1495,580
362_DJI_0181 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1811,535,1909,693
362_DJI_0181 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1471,745,1562,884
362_DJI_0181 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1595,673,1686,816
448.jpg,1920,1080,Dead-end Polymer Insulator,39,512,229,728
448.jpg,1920,1080,Dead-end Polymer Insulator,933,509,1045,749
448.jpg,1920,1080,Dead-end Polymer Insulator,1790,523,1920,773
448.jpg,1920,1080,Polymer Arrester,225,553,329,699
448.jpg,1920,1080,Polymer Arrester,1098,556,1197,724
448.jpg,1920,1080,Polymer Arrester,1695,527,1793,699
448.jpg,1920,1080,Under-mounted Switch,318,568,495,804
448.jpg,1920,1080,Under-mounted Switch,1215,581,1338,820
448.jpg,1920,1080,Under-mounted Switch,1521,573,1663,817
75.jpg,1920,1080,Ceramic/Porcelain Insulator,922,403,1023,560
75.jpg,1920,1080,Polymer Arrester,809,551,867,653
75.jpg,1920,1080,Ceramic/Porcelain Insulator,883,540,929,633
387.jpg,1920,1080,Ceramic/Porcelain Insulator,590,97,715,275
387.jpg,1920,1080,Polymer Arrester,493,267,603,377
387.jpg,1920,1080,Compression/Crimped Splice,1281,148,1547,193
387.jpg,1920,1080,Ceramic/Porcelain Insulator,1229,736,1337,861
387.jpg,1920,1080,Ceramic/Porcelain Insulator,401,951,586,1080
387.jpg,1920,1080,Ceramic/Porcelain Insulator,1222,957,1349,1080
387.jpg,1920,1080,Ceramic/Porcelain Insulator,671,1000,783,1080
135.jpg,1920,1080,Ceramic/Porcelain Insulator,733,396,785,467
135.jpg,1920,1080,Ceramic/Porcelain Insulator,858,173,899,236
135.jpg,1920,1080,Polymer Arrester,804,432,843,478
1100.jpg,1920,1080,Ceramic/Porcelain Insulator,394,424,943,768
1100.jpg,1920,1080,Dead-end Polymer Insulator,49,861,910,1080
1100.jpg,1920,1080,Polymer Arrester,1393,676,1599,1080
446_DJI_0223 (2).jpg,1920,1080,Compression/Crimped Splice,1087,345,1262,412
446_DJI_0223 (2).jpg,1920,1080,Compression/Crimped Splice,1074,455,1235,511
446_DJI_0223 (2).jpg,1920,1080,Compression/Crimped Splice,689,575,853,627
446_DJI_0223 (2).jpg,1920,1080,Compression/Crimped Splice,531,633,689,676
446_DJI_0223 (2).jpg,1920,1080,Polymer Insulator,1713,363,1811,559
446_DJI_0223 (2).jpg,1920,1080,Polymer Insulator,1399,473,1475,647
446_DJI_0223 (2).jpg,1920,1080,Polymer Insulator,1258,524,1321,669
446_DJI_0223 (2).jpg,1920,1080,Dead-end Polymer Insulator,1111,663,1286,721
446_DJI_0223 (2).jpg,1920,1080,Dead-end Polymer Insulator,1293,625,1439,677
446_DJI_0223 (2).jpg,1920,1080,Dead-end Polymer Insulator,1474,663,1606,745
446_DJI_0223 (2).jpg,1920,1080,Dead-end Polymer Insulator,1329,696,1467,787
446_DJI_0223 (2).jpg,1920,1080,Dead-end Polymer Insulator,1805,469,1920,529
446_DJI_0223 (2).jpg,1920,1080,Line Tension Switch,1453,724,1561,845
576.jpg,1920,1080,Ceramic/Porcelain Insulator,813,593,869,671
576.jpg,1920,1080,Ceramic/Porcelain Insulator,925,567,989,671
576.jpg,1920,1080,Ceramic/Porcelain Insulator,989,559,1063,680
576.jpg,1920,1080,Polymer Arrester,777,660,835,725
106_DJI_0053 (2).jpg,1920,1080,Jiffy Splice,563,171,1493,415
745_DJI_0607.jpg,1920,1080,Vertical Disconnect Switch,797,97,1075,237
745_DJI_0607.jpg,1920,1080,Vertical Disconnect Switch,809,396,1091,537
745_DJI_0607.jpg,1920,1080,Vertical Disconnect Switch,817,693,1095,837
745_DJI_0607.jpg,1920,1080,Dead-end Polymer Insulator,493,55,810,127
745_DJI_0607.jpg,1920,1080,Dead-end Polymer Insulator,1071,20,1390,99
745_DJI_0607.jpg,1920,1080,Dead-end Polymer Insulator,497,336,825,407
745_DJI_0607.jpg,1920,1080,Dead-end Polymer Insulator,517,623,843,708
745_DJI_0607.jpg,1920,1080,Dead-end Polymer Insulator,1103,323,1411,393
745_DJI_0607.jpg,1920,1080,Dead-end Polymer Insulator,1095,620,1421,693
745_DJI_0607.jpg,1920,1080,Polymer Arrester,719,144,813,240
745_DJI_0607.jpg,1920,1080,Polymer Arrester,730,728,827,835
745_DJI_0607.jpg,1920,1080,Polymer Arrester,734,435,819,539
745_DJI_0607.jpg,1920,1080,Polymer Arrester,1079,119,1185,221
745_DJI_0607.jpg,1920,1080,Polymer Arrester,1097,433,1202,540
745_DJI_0607.jpg,1920,1080,Polymer Arrester,1106,721,1213,840
122.jpg,1920,1080,Ceramic/Porcelain Insulator,1226,335,1367,612
122.jpg,1920,1080,Ceramic/Porcelain Insulator,929,339,1042,588
122.jpg,1920,1080,Ceramic/Porcelain Insulator,450,359,567,559
122.jpg,1920,1080,Polymer Arrester,352,521,458,667
122.jpg,1920,1080,Polymer Arrester,797,529,918,720
122.jpg,1920,1080,Polymer Arrester,924,541,1061,741
289.jpg,1920,1080,Polymer Arrester,565,469,766,647
289.jpg,1920,1080,Polymer Arrester,767,549,937,736
289.jpg,1920,1080,Polymer Arrester,1031,620,1155,816
406.jpg,1920,1080,Ceramic/Porcelain Insulator,802,212,898,361
406.jpg,1920,1080,Ceramic/Porcelain Insulator,969,496,1099,697
406.jpg,1920,1080,Ceramic/Porcelain Insulator,1143,713,1293,953
406.jpg,1920,1080,Ceramic/Porcelain Insulator,1409,648,1507,787
406.jpg,1920,1080,Ceramic/Porcelain Insulator,1475,823,1621,969
406.jpg,1920,1080,Polymer Arrester,722,351,833,452
406.jpg,1920,1080,Polymer Arrester,871,736,1023,859
406.jpg,1920,1080,Polymer Arrester,961,875,1095,1021
406.jpg,1920,1080,Ceramic/Porcelain Insulator,439,1009,572,1080
406.jpg,1920,1080,Ceramic/Porcelain Insulator,1026,913,1150,1071
166_DJI_0083 (2).jpg,1920,1080,Compression/Crimped Splice,1275,377,1393,441
166_DJI_0083 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,111,837,137,873
166_DJI_0083 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,202,845,226,876
166_DJI_0083 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,295,857,314,889
1475.jpg,1920,1080,Ceramic/Porcelain Insulator,517,40,910,245
1475.jpg,1920,1080,Ceramic/Porcelain Insulator,521,797,911,1023
1475.jpg,1920,1080,Polymer Arrester,1105,269,1361,656
1295.jpg,1920,1080,Polymer Arrester,619,236,743,508
57.jpg,1920,1080,Ceramic/Porcelain Insulator,743,153,786,237
57.jpg,1920,1080,Ceramic/Porcelain Insulator,1034,124,1085,215
57.jpg,1920,1080,Ceramic/Porcelain Insulator,1183,108,1237,213
57.jpg,1920,1080,Polymer Arrester,910,365,959,457
57.jpg,1920,1080,Polymer Arrester,766,373,799,449
57.jpg,1920,1080,Polymer Arrester,791,381,822,449
246_DJI_0123 (2).jpg,1920,1080,Mushroom Insulator,393,347,501,477
246_DJI_0123 (2).jpg,1920,1080,Mushroom Insulator,985,492,1071,585
246_DJI_0123 (2).jpg,1920,1080,Mushroom Insulator,1173,533,1255,625
246_DJI_0123 (2).jpg,1920,1080,Polymer Arrester,538,447,658,584
246_DJI_0123 (2).jpg,1920,1080,Polymer Arrester,1115,580,1210,681
246_DJI_0123 (2).jpg,1920,1080,Polymer Arrester,1203,595,1289,693
1236.jpg,1920,1080,Ceramic/Porcelain Insulator,882,189,927,271
1236.jpg,1920,1080,Ceramic/Porcelain Insulator,939,85,978,157
1236.jpg,1920,1080,Ceramic/Porcelain Insulator,927,51,961,120
444_DJI_0222 (2).jpg,1920,1080,Compression/Crimped Splice,1247,359,1421,411
444_DJI_0222 (2).jpg,1920,1080,Compression/Crimped Splice,1239,465,1398,511
444_DJI_0222 (2).jpg,1920,1080,Compression/Crimped Splice,851,589,1013,628
444_DJI_0222 (2).jpg,1920,1080,Compression/Crimped Splice,693,643,853,681
444_DJI_0222 (2).jpg,1920,1080,Polymer Insulator,1558,471,1635,648
444_DJI_0222 (2).jpg,1920,1080,Polymer Insulator,1413,521,1481,675
444_DJI_0222 (2).jpg,1920,1080,Dead-end Polymer Insulator,1263,667,1441,719
444_DJI_0222 (2).jpg,1920,1080,Dead-end Polymer Insulator,1631,657,1766,741
444_DJI_0222 (2).jpg,1920,1080,Dead-end Polymer Insulator,1489,695,1631,785
444_DJI_0222 (2).jpg,1920,1080,Line Tension Switch,1618,720,1725,848
1250.jpg,1920,1080,Ceramic/Porcelain Insulator,647,185,743,253
1250.jpg,1920,1080,Ceramic/Porcelain Insulator,646,1,734,36
1250.jpg,1920,1080,Polymer Arrester,882,241,946,344
352.jpg,1920,1080,Polymer Arrester,451,155,549,247
352.jpg,1920,1080,Ceramic/Porcelain Insulator,529,89,591,183
535.jpg,1920,1080,Ceramic/Porcelain Insulator,1681,593,1845,861
535.jpg,1920,1080,Polymer Arrester,831,221,975,364
535.jpg,1920,1080,Ceramic/Porcelain Insulator,856,1,1017,81
474.jpg,1920,1080,Polymer Arrester,705,71,1470,868
288.jpg,1920,1080,Polymer Arrester,493,460,685,637
288.jpg,1920,1080,Polymer Arrester,699,540,859,725
288.jpg,1920,1080,Polymer Arrester,963,599,1077,783
741_DJI_0603.jpg,1920,1080,Vertical Disconnect Switch,626,349,722,403
741_DJI_0603.jpg,1920,1080,Vertical Disconnect Switch,627,440,723,500
741_DJI_0603.jpg,1920,1080,Vertical Disconnect Switch,627,531,729,596
741_DJI_0603.jpg,1920,1080,Dead-end Polymer Insulator,542,337,651,361
741_DJI_0603.jpg,1920,1080,Dead-end Polymer Insulator,543,423,645,455
741_DJI_0603.jpg,1920,1080,Dead-end Polymer Insulator,549,509,639,544
741_DJI_0603.jpg,1920,1080,Dead-end Polymer Insulator,711,325,793,355
741_DJI_0603.jpg,1920,1080,Dead-end Polymer Insulator,718,420,803,452
